store,item,date,sales
S1,I5,2022-07-05,57.5
S1,I5,2022-07-06,66.7
S1,I5,2022-07-07,62.4
S1,I5,2022-07-08,45.0
S1,I5,2022-07-09,36.4
S1,I5,2022-07-10,49.4
S1,I5,2022-07-11,53.9
S1,I5,2022-07-12,69.4
S1,I5,2022-07-13,71.3
S1,I5,2022-07-14,60.1
S1,I5,2022-07-15,52.2
S1,I5,2022-07-16,43.9
S1,I5,2022-07-17,48.7
S1,I5,2022-07-18,54.2
S1,I5,2022-07-19,58.6
S1,I5,2022-07-20,69.1
S1,I5,2022-07-21,61.9
S1,I5,2022-07-22,54.3
S1,I5,2022-07-23,47.7
S1,I5,2022-07-24,47.2
S1,I5,2022-07-25,53.7
S1,I5,2022-07-26,59.3
S1,I5,2022-07-27,65.5
S1,I5,2022-07-28,56.0
S1,I5,2022-07-29,56.4
S1,I5,2022-07-30,48.1
S1,I5,2022-07-31,46.5
S1,I5,2022-08-01,58.2
S1,I5,2022-08-02,58.7
S1,I5,2022-08-03,63.6
S1,I5,2022-08-04,52.7
S1,I5,2022-08-05,60.7
S1,I5,2022-08-06,52.3
S1,I5,2022-08-07,46.1
S1,I5,2022-08-08,65.2
S1,I5,2022-08-09,66.7
S1,I5,2022-08-10,79.2
S1,I5,2022-08-11,59.4
S1,I5,2022-08-12,53.5
S1,I5,2022-08-13,40.1
S1,I5,2022-08-14,50.5
S1,I5,2022-08-15,55.0
S1,I5,2022-08-16,60.4
S1,I5,2022-08-17,76.9
S1,I5,2022-08-18,61.6
S1,I5,2022-08-19,51.2
S1,I5,2022-08-20,42.1
S1,I5,2022-08-21,49.2
S1,I5,2022-08-22,54.5
S1,I5,2022-08-23,61.9
S1,I5,2022-08-24,58.8
S1,I5,2022-08-25,73.0
S1,I5,2022-08-26,48.6
S1,I5,2022-08-27,33.4
S1,I5,2022-08-28,41.2
S1,I5,2022-08-29,59.7
S1,I5,2022-08-30,67.0
S1,I5,2022-08-31,63.9
S1,I5,2022-09-01,58.4
S1,I5,2022-09-02,47.5
S1,I5,2022-09-03,52.0
S1,I5,2022-09-04,42.6
S1,I5,2022-09-05,56.3
S1,I5,2022-09-06,59.7
S1,I5,2022-09-07,60.7
S1,I5,2022-09-08,61.1
S1,I5,2022-09-09,57.4
S1,I5,2022-09-10,49.7
S1,I5,2022-09-11,50.5
S1,I5,2022-09-12,57.0
S1,I5,2022-09-13,55.1
S1,I5,2022-09-14,70.7
S1,I5,2022-09-15,60.4
S1,I5,2022-09-16,55.7
S1,I5,2022-09-17,47.0
S1,I5,2022-09-18,41.0
S1,I5,2022-09-19,53.1
S1,I5,2022-09-20,63.2
S1,I5,2022-09-21,66.1
S1,I5,2022-09-22,65.3
S1,I5,2022-09-23,42.4
S1,I5,2022-09-24,37.6
S1,I5,2022-09-25,47.5
S1,I5,2022-09-26,49.0
S1,I5,2022-09-27,59.7
S1,I5,2022-09-28,57.8
S1,I5,2022-09-29,55.6
S1,I5,2022-09-30,53.3
S1,I5,2022-10-01,42.1
S1,I5,2022-10-02,45.1
S1,I5,2022-10-03,63.5
S1,I5,2022-10-04,57.7
S1,I5,2022-10-05,61.0
S1,I5,2022-10-06,65.1
S1,I5,2022-10-07,53.8
S1,I5,2022-10-08,48.6
S1,I5,2022-10-09,56.3
S1,I5,2022-10-10,51.1
S1,I5,2022-10-11,71.0
S1,I5,2022-10-12,70.7
S1,I5,2022-10-13,61.1
S1,I5,2022-10-14,56.7
S1,I5,2022-10-15,49.3
S1,I5,2022-10-16,53.4
S1,I5,2022-10-17,51.8
S1,I5,2022-10-18,58.7
S1,I5,2022-10-19,66.9
S1,I5,2022-10-20,64.8
S1,I5,2022-10-21,48.6
S1,I5,2022-10-22,47.8
S1,I5,2022-10-23,52.9
S1,I5,2022-10-24,56.1
S1,I5,2022-10-25,70.6
S1,I5,2022-10-26,77.3
S1,I5,2022-10-27,66.8
S1,I5,2022-10-28,65.5
S1,I5,2022-10-29,44.2
S1,I5,2022-10-30,41.1
S1,I5,2022-10-31,45.0
S1,I5,2022-11-01,64.1
S1,I5,2022-11-02,63.3
S1,I5,2022-11-03,60.5
S1,I5,2022-11-04,57.5
S1,I5,2022-11-05,51.4
S1,I5,2022-11-06,40.6
S1,I5,2022-11-07,62.0
S1,I5,2022-11-08,70.9
S1,I5,2022-11-09,59.5
S1,I5,2022-11-10,60.2
S1,I5,2022-11-11,54.3
S1,I5,2022-11-12,52.8
S1,I5,2022-11-13,61.9
S1,I5,2022-11-14,56.5
S1,I5,2022-11-15,73.7
S1,I5,2022-11-16,61.2
S1,I5,2022-11-17,69.4
S1,I5,2022-11-18,43.5
S1,I5,2022-11-19,53.0
S1,I5,2022-11-20,52.9
S1,I5,2022-11-21,59.4
S1,I5,2022-11-22,68.6
S1,I5,2022-11-23,60.4
S1,I5,2022-11-24,53.0
S1,I5,2022-11-25,55.8
S1,I5,2022-11-26,42.9
S1,I5,2022-11-27,57.8
S1,I5,2022-11-28,60.6
S1,I5,2022-11-29,56.0
S1,I5,2022-11-30,72.9
S1,I5,2022-12-01,59.0
S1,I5,2022-12-02,55.7
S1,I5,2022-12-03,42.5
S1,I5,2022-12-04,55.2
S1,I5,2022-12-05,56.2
S1,I5,2022-12-06,63.4
S1,I5,2022-12-07,73.8
S1,I5,2022-12-08,56.5
S1,I5,2022-12-09,52.1
S1,I5,2022-12-10,59.5
S1,I5,2022-12-11,49.2
S1,I5,2022-12-12,61.7
S1,I5,2022-12-13,55.2
S1,I5,2022-12-14,65.2
S1,I5,2022-12-15,60.0
S1,I5,2022-12-16,48.7
S1,I5,2022-12-17,49.5
S1,I5,2022-12-18,47.5
S1,I5,2022-12-19,60.9
S1,I5,2022-12-20,64.4
S1,I5,2022-12-21,53.9
S1,I5,2022-12-22,51.8
S1,I5,2022-12-23,63.3
S1,I5,2022-12-24,37.3
S1,I5,2022-12-25,44.3
S1,I5,2022-12-26,55.1
S1,I5,2022-12-27,70.0
S1,I5,2022-12-28,75.8
S1,I5,2022-12-29,58.3
S1,I5,2022-12-30,64.3
S1,I5,2022-12-31,44.7
S2,I1,2022-01-01,47.1
S2,I1,2022-01-02,48.0
S2,I1,2022-01-03,57.2
S2,I1,2022-01-04,60.5
S2,I1,2022-01-05,63.0
S2,I1,2022-01-06,56.8
S2,I1,2022-01-07,45.7
S2,I1,2022-01-08,45.9
S2,I1,2022-01-09,33.2
S2,I1,2022-01-10,47.6
S2,I1,2022-01-11,55.2
S2,I1,2022-01-12,60.1
S2,I1,2022-01-13,54.4
S2,I1,2022-01-14,47.0
S2,I1,2022-01-15,40.3
S2,I1,2022-01-16,30.9
S2,I1,2022-01-17,49.0
S2,I1,2022-01-18,54.5
S2,I1,2022-01-19,53.3
S2,I1,2022-01-20,53.3
S2,I1,2022-01-21,49.0
S2,I1,2022-01-22,49.9
S2,I1,2022-01-23,45.4
S2,I1,2022-01-24,38.8
S2,I1,2022-01-25,51.0
S2,I1,2022-01-26,70.4
S2,I1,2022-01-27,49.2
S2,I1,2022-01-28,49.2
S2,I1,2022-01-29,33.1
S2,I1,2022-01-30,40.3
S2,I1,2022-01-31,47.0
S2,I1,2022-02-01,60.8
S2,I1,2022-02-02,59.4
S2,I1,2022-02-03,52.3
S2,I1,2022-02-04,41.3
S2,I1,2022-02-05,45.0
S2,I1,2022-02-06,36.6
S2,I1,2022-02-07,54.1
S2,I1,2022-02-08,70.2
S2,I1,2022-02-09,69.1
S2,I1,2022-02-10,59.9
S2,I1,2022-02-11,48.7
S2,I1,2022-02-12,33.6
S2,I1,2022-02-13,38.3
S2,I1,2022-02-14,57.1
S2,I1,2022-02-15,55.6
S2,I1,2022-02-16,60.5
S2,I1,2022-02-17,52.6
S2,I1,2022-02-18,39.5
S2,I1,2022-02-19,35.7
S2,I1,2022-02-20,44.3
S2,I1,2022-02-21,44.2
S2,I1,2022-02-22,55.0
S2,I1,2022-02-23,56.7
S2,I1,2022-02-24,51.5
S2,I1,2022-02-25,45.1
S2,I1,2022-02-26,40.1
S2,I1,2022-02-27,45.9
S2,I1,2022-02-28,54.8
S2,I1,2022-03-01,54.1
S2,I1,2022-03-02,60.9
S2,I1,2022-03-03,51.2
S2,I1,2022-03-04,44.8
S2,I1,2022-03-05,40.9
S2,I1,2022-03-06,38.1
S2,I1,2022-03-07,50.4
S2,I1,2022-03-08,65.7
S2,I1,2022-03-09,63.7
S2,I1,2022-03-10,57.0
S2,I1,2022-03-11,51.7
S2,I1,2022-03-12,42.0
S2,I1,2022-03-13,44.8
S2,I1,2022-03-14,51.1
S2,I1,2022-03-15,62.7
S2,I1,2022-03-16,63.1
S2,I1,2022-03-17,69.8
S2,I1,2022-03-18,48.7
S2,I1,2022-03-19,42.8
S2,I1,2022-03-20,41.8
S2,I1,2022-03-21,54.6
S2,I1,2022-03-22,50.6
S2,I1,2022-03-23,66.7
S2,I1,2022-03-24,72.8
S2,I1,2022-03-25,46.9
S2,I1,2022-03-26,41.8
S2,I1,2022-03-27,43.5
S2,I1,2022-03-28,50.0
S2,I1,2022-03-29,65.1
S2,I1,2022-03-30,63.9
S2,I1,2022-03-31,52.9
S2,I1,2022-04-01,42.0
S2,I1,2022-04-02,31.2
S2,I1,2022-04-03,39.5
S2,I1,2022-04-04,59.6
S2,I1,2022-04-05,74.0
S2,I1,2022-04-06,61.7
S2,I1,2022-04-07,49.8
S2,I1,2022-04-08,50.4
S2,I1,2022-04-09,40.4
S2,I1,2022-04-10,48.4
S2,I1,2022-04-11,49.0
S2,I1,2022-04-12,60.3
S2,I1,2022-04-13,64.0
S2,I1,2022-04-14,58.3
S2,I1,2022-04-15,44.6
S2,I1,2022-04-16,38.1
S2,I1,2022-04-17,45.7
S2,I1,2022-04-18,43.0
S2,I1,2022-04-19,63.2
S2,I1,2022-04-20,55.5
S2,I1,2022-04-21,54.3
S2,I1,2022-04-22,54.9
S2,I1,2022-04-23,43.3
S2,I1,2022-04-24,47.0
S2,I1,2022-04-25,49.2
S2,I1,2022-04-26,69.2
S2,I1,2022-04-27,64.6
S2,I1,2022-04-28,60.2
S2,I1,2022-04-29,52.7
S2,I1,2022-04-30,43.5
S2,I1,2022-05-01,40.8
S2,I1,2022-05-02,50.1
S2,I1,2022-05-03,63.2
S2,I1,2022-05-04,62.2
S2,I1,2022-05-05,63.4
S2,I1,2022-05-06,43.3
S2,I1,2022-05-07,48.8
S2,I1,2022-05-08,48.1
S2,I1,2022-05-09,51.3
S2,I1,2022-05-10,55.5
S2,I1,2022-05-11,59.0
S2,I1,2022-05-12,48.2
S2,I1,2022-05-13,49.8
S2,I1,2022-05-14,49.6
S2,I1,2022-05-15,49.1
S2,I1,2022-05-16,45.7
S2,I1,2022-05-17,63.5
S2,I1,2022-05-18,64.1
S2,I1,2022-05-19,63.8
S2,I1,2022-05-20,44.2
S2,I1,2022-05-21,39.3
S2,I1,2022-05-22,54.1
S2,I1,2022-05-23,55.3
S2,I1,2022-05-24,67.7
S2,I1,2022-05-25,56.9
S2,I1,2022-05-26,52.7
S2,I1,2022-05-27,36.6
S2,I1,2022-05-28,39.8
S2,I1,2022-05-29,45.6
S2,I1,2022-05-30,52.3
S2,I1,2022-05-31,60.4
S2,I1,2022-06-01,55.9
S2,I1,2022-06-02,53.5
S2,I1,2022-06-03,50.2
S2,I1,2022-06-04,50.1
S2,I1,2022-06-05,35.6
S2,I1,2022-06-06,51.1
S2,I1,2022-06-07,62.3
S2,I1,2022-06-08,60.5
S2,I1,2022-06-09,56.6
S2,I1,2022-06-10,49.0
S2,I1,2022-06-11,43.5
S2,I1,2022-06-12,44.1
S2,I1,2022-06-13,46.1
S2,I1,2022-06-14,64.8
S2,I1,2022-06-15,63.3
S2,I1,2022-06-16,57.9
S2,I1,2022-06-17,46.0
S2,I1,2022-06-18,58.8
S2,I1,2022-06-19,44.3
S2,I1,2022-06-20,59.7
S2,I1,2022-06-21,68.9
S2,I1,2022-06-22,62.1
S2,I1,2022-06-23,54.9
S2,I1,2022-06-24,54.2
S2,I1,2022-06-25,45.8
S2,I1,2022-06-26,52.8
S2,I1,2022-06-27,56.8
S2,I1,2022-06-28,59.9
S2,I1,2022-06-29,61.9
S2,I1,2022-06-30,50.9
S2,I1,2022-07-01,61.2
S2,I1,2022-07-02,38.4
S2,I1,2022-07-03,36.2
S2,I1,2022-07-04,62.2
S2,I1,2022-07-05,60.9
S2,I1,2022-07-06,60.8
S2,I1,2022-07-07,59.4
S2,I1,2022-07-08,54.6
S2,I1,2022-07-09,47.7
S2,I1,2022-07-10,38.7
S2,I1,2022-07-11,53.8
S2,I1,2022-07-12,66.2
S2,I1,2022-07-13,76.6
S2,I1,2022-07-14,58.0
S2,I1,2022-07-15,38.4
S2,I1,2022-07-16,45.0
S2,I1,2022-07-17,61.9
S2,I1,2022-07-18,58.3
S2,I1,2022-07-19,57.8
S2,I1,2022-07-20,71.2
S2,I1,2022-07-21,58.7
S2,I1,2022-07-22,44.8
S2,I1,2022-07-23,48.1
S2,I1,2022-07-24,46.0
S2,I1,2022-07-25,50.0
S2,I1,2022-07-26,58.2
S2,I1,2022-07-27,74.2
S2,I1,2022-07-28,53.3
S2,I1,2022-07-29,50.2
S2,I1,2022-07-30,40.0
S2,I1,2022-07-31,51.6
S2,I1,2022-08-01,54.6
S2,I1,2022-08-02,68.7
S2,I1,2022-08-03,58.6
S2,I1,2022-08-04,57.1
S2,I1,2022-08-05,54.6
S2,I1,2022-08-06,50.5
S2,I1,2022-08-07,52.8
S2,I1,2022-08-08,61.3
S2,I1,2022-08-09,64.5
S2,I1,2022-08-10,60.1
S2,I1,2022-08-11,57.4
S2,I1,2022-08-12,44.3
S2,I1,2022-08-13,40.7
S2,I1,2022-08-14,49.2
S2,I1,2022-08-15,46.8
S2,I1,2022-08-16,61.3
S2,I1,2022-08-17,56.0
S2,I1,2022-08-18,61.5
S2,I1,2022-08-19,48.2
S2,I1,2022-08-20,53.0
S2,I1,2022-08-21,50.4
S2,I1,2022-08-22,59.4
S2,I1,2022-08-23,63.6
S2,I1,2022-08-24,64.4
S2,I1,2022-08-25,53.3
S2,I1,2022-08-26,50.2
S2,I1,2022-08-27,38.7
S2,I1,2022-08-28,41.4
S2,I1,2022-08-29,52.1
S2,I1,2022-08-30,50.8
S2,I1,2022-08-31,56.7
S2,I1,2022-09-01,58.9
S2,I1,2022-09-02,53.1
S2,I1,2022-09-03,38.5
S2,I1,2022-09-04,44.1
S2,I1,2022-09-05,63.0
S2,I1,2022-09-06,62.7
S2,I1,2022-09-07,64.8
S2,I1,2022-09-08,61.6
S2,I1,2022-09-09,52.1
S2,I1,2022-09-10,39.2
S2,I1,2022-09-11,50.1
S2,I1,2022-09-12,46.9
S2,I1,2022-09-13,71.8
S2,I1,2022-09-14,54.2
S2,I1,2022-09-15,55.9
S2,I1,2022-09-16,51.7
S2,I1,2022-09-17,39.6
S2,I1,2022-09-18,53.5
S2,I1,2022-09-19,70.1
S2,I1,2022-09-20,60.5
S2,I1,2022-09-21,57.8
S2,I1,2022-09-22,46.1
S2,I1,2022-09-23,54.5
S2,I1,2022-09-24,36.9
S2,I1,2022-09-25,47.2
S2,I1,2022-09-26,55.6
S2,I1,2022-09-27,64.5
S2,I1,2022-09-28,72.4
S2,I1,2022-09-29,56.6
S2,I1,2022-09-30,44.1
S2,I1,2022-10-01,49.2
S2,I1,2022-10-02,49.5
S2,I1,2022-10-03,59.2
S2,I1,2022-10-04,63.1
S2,I1,2022-10-05,56.1
S2,I1,2022-10-06,57.1
S2,I1,2022-10-07,48.2
S2,I1,2022-10-08,42.5
S2,I1,2022-10-09,51.3
S2,I1,2022-10-10,56.0
S2,I1,2022-10-11,74.6
S2,I1,2022-10-12,67.4
S2,I1,2022-10-13,60.3
S2,I1,2022-10-14,61.2
S2,I1,2022-10-15,46.7
S2,I1,2022-10-16,47.1
S2,I1,2022-10-17,63.8
S2,I1,2022-10-18,64.8
S2,I1,2022-10-19,65.4
S2,I1,2022-10-20,62.8
S2,I1,2022-10-21,56.6
S2,I1,2022-10-22,45.8
S2,I1,2022-10-23,49.4
S2,I1,2022-10-24,63.2
S2,I1,2022-10-25,54.6
S2,I1,2022-10-26,66.8
S2,I1,2022-10-27,60.6
S2,I1,2022-10-28,48.5
S2,I1,2022-10-29,60.6
S2,I1,2022-10-30,46.9
S2,I1,2022-10-31,51.8
S2,I1,2022-11-01,73.7
S2,I1,2022-11-02,54.3
S2,I1,2022-11-03,57.6
S2,I1,2022-11-04,52.8
S2,I1,2022-11-05,44.2
S2,I1,2022-11-06,42.0
S2,I1,2022-11-07,62.0
S2,I1,2022-11-08,74.5
S2,I1,2022-11-09,70.6
S2,I1,2022-11-10,60.6
S2,I1,2022-11-11,46.1
S2,I1,2022-11-12,48.7
S2,I1,2022-11-13,40.6
S2,I1,2022-11-14,56.3
S2,I1,2022-11-15,64.8
S2,I1,2022-11-16,63.3
S2,I1,2022-11-17,51.0
S2,I1,2022-11-18,54.3
S2,I1,2022-11-19,47.1
S2,I1,2022-11-20,57.9
S2,I1,2022-11-21,53.0
S2,I1,2022-11-22,60.3
S2,I1,2022-11-23,71.8
S2,I1,2022-11-24,60.0
S2,I1,2022-11-25,55.1
S2,I1,2022-11-26,49.7
S2,I1,2022-11-27,52.1
S2,I1,2022-11-28,53.3
S2,I1,2022-11-29,56.6
S2,I1,2022-11-30,61.5
S2,I1,2022-12-01,59.2
S2,I1,2022-12-02,49.3
S2,I1,2022-12-03,38.6
S2,I1,2022-12-04,52.1
S2,I1,2022-12-05,59.0
S2,I1,2022-12-06,57.6
S2,I1,2022-12-07,66.4
S2,I1,2022-12-08,59.2
S2,I1,2022-12-09,50.6
S2,I1,2022-12-10,43.0
S2,I1,2022-12-11,58.6
S2,I1,2022-12-12,55.2
S2,I1,2022-12-13,71.5
S2,I1,2022-12-14,65.0
S2,I1,2022-12-15,57.0
S2,I1,2022-12-16,40.5
S2,I1,2022-12-17,52.1
S2,I1,2022-12-18,55.7
S2,I1,2022-12-19,58.6
S2,I1,2022-12-20,76.4
S2,I1,2022-12-21,76.9
S2,I1,2022-12-22,55.9
S2,I1,2022-12-23,50.1
S2,I1,2022-12-24,47.0
S2,I1,2022-12-25,51.2
S2,I1,2022-12-26,66.3
S2,I1,2022-12-27,60.9
S2,I1,2022-12-28,64.4
S2,I1,2022-12-29,65.3
S2,I1,2022-12-30,60.8
S2,I1,2022-12-31,45.1
S2,I2,2022-01-01,50.7
S2,I2,2022-01-02,46.0
S2,I2,2022-01-03,48.7
S2,I2,2022-01-04,51.3
S2,I2,2022-01-05,58.2
S2,I2,2022-01-06,55.1
S2,I2,2022-01-07,45.1
S2,I2,2022-01-08,45.0
S2,I2,2022-01-09,29.9
S2,I2,2022-01-10,63.5
S2,I2,2022-01-11,57.1
S2,I2,2022-01-12,66.9
S2,I2,2022-01-13,51.8
S2,I2,2022-01-14,38.4
S2,I2,2022-01-15,33.1
S2,I2,2022-01-16,44.3
S2,I2,2022-01-17,59.3
S2,I2,2022-01-18,56.8
S2,I2,2022-01-19,59.9
S2,I2,2022-01-20,52.0
S2,I2,2022-01-21,47.0
S2,I2,2022-01-22,35.4
S2,I2,2022-01-23,42.4
S2,I2,2022-01-24,53.7
S2,I2,2022-01-25,62.7
S2,I2,2022-01-26,67.2
S2,I2,2022-01-27,44.3
S2,I2,2022-01-28,46.5
S2,I2,2022-01-29,42.6
S2,I2,2022-01-30,33.6
S2,I2,2022-01-31,59.9
S2,I2,2022-02-01,55.3
S2,I2,2022-02-02,60.3
S2,I2,2022-02-03,51.1
S2,I2,2022-02-04,45.7
S2,I2,2022-02-05,35.6
S2,I2,2022-02-06,52.8
S2,I2,2022-02-07,49.8
S2,I2,2022-02-08,61.4
S2,I2,2022-02-09,67.6
S2,I2,2022-02-10,56.3
S2,I2,2022-02-11,46.4
S2,I2,2022-02-12,34.1
S2,I2,2022-02-13,45.6
S2,I2,2022-02-14,47.7
S2,I2,2022-02-15,57.3
S2,I2,2022-02-16,52.3
S2,I2,2022-02-17,50.6
S2,I2,2022-02-18,45.5
S2,I2,2022-02-19,37.3
S2,I2,2022-02-20,40.4
S2,I2,2022-02-21,43.9
S2,I2,2022-02-22,64.1
S2,I2,2022-02-23,61.5
S2,I2,2022-02-24,63.8
S2,I2,2022-02-25,51.2
S2,I2,2022-02-26,41.0
S2,I2,2022-02-27,47.5
S2,I2,2022-02-28,47.2
S2,I2,2022-03-01,52.9
S2,I2,2022-03-02,58.7
S2,I2,2022-03-03,50.8
S2,I2,2022-03-04,45.0
S2,I2,2022-03-05,34.8
S2,I2,2022-03-06,43.9
S2,I2,2022-03-07,46.2
S2,I2,2022-03-08,60.2
S2,I2,2022-03-09,61.3
S2,I2,2022-03-10,62.7
S2,I2,2022-03-11,47.7
S2,I2,2022-03-12,30.9
S2,I2,2022-03-13,48.2
S2,I2,2022-03-14,44.4
S2,I2,2022-03-15,63.2
S2,I2,2022-03-16,60.2
S2,I2,2022-03-17,66.9
S2,I2,2022-03-18,42.2
S2,I2,2022-03-19,45.0
S2,I2,2022-03-20,39.3
S2,I2,2022-03-21,55.1
S2,I2,2022-03-22,59.5
S2,I2,2022-03-23,59.9
S2,I2,2022-03-24,60.8
S2,I2,2022-03-25,48.3
S2,I2,2022-03-26,41.4
S2,I2,2022-03-27,42.8
S2,I2,2022-03-28,46.0
S2,I2,2022-03-29,54.9
S2,I2,2022-03-30,71.4
S2,I2,2022-03-31,47.4
S2,I2,2022-04-01,46.9
S2,I2,2022-04-02,32.5
S2,I2,2022-04-03,50.1
S2,I2,2022-04-04,60.1
S2,I2,2022-04-05,57.7
S2,I2,2022-04-06,65.0
S2,I2,2022-04-07,54.7
S2,I2,2022-04-08,40.6
S2,I2,2022-04-09,42.8
S2,I2,2022-04-10,46.2
S2,I2,2022-04-11,55.9
S2,I2,2022-04-12,62.5
S2,I2,2022-04-13,66.0
S2,I2,2022-04-14,55.5
S2,I2,2022-04-15,48.3
S2,I2,2022-04-16,38.4
S2,I2,2022-04-17,52.4
S2,I2,2022-04-18,53.2
S2,I2,2022-04-19,57.0
S2,I2,2022-04-20,59.8
S2,I2,2022-04-21,69.2
S2,I2,2022-04-22,39.2
S2,I2,2022-04-23,37.1
S2,I2,2022-04-24,38.2
S2,I2,2022-04-25,53.5
S2,I2,2022-04-26,48.7
S2,I2,2022-04-27,61.7
S2,I2,2022-04-28,48.1
S2,I2,2022-04-29,51.0
S2,I2,2022-04-30,37.8
S2,I2,2022-05-01,37.6
S2,I2,2022-05-02,55.4
S2,I2,2022-05-03,53.0
S2,I2,2022-05-04,72.9
S2,I2,2022-05-05,53.8
S2,I2,2022-05-06,52.9
S2,I2,2022-05-07,47.3
S2,I2,2022-05-08,35.9
S2,I2,2022-05-09,44.6
S2,I2,2022-05-10,60.6
S2,I2,2022-05-11,60.0
S2,I2,2022-05-12,59.2
S2,I2,2022-05-13,56.7
S2,I2,2022-05-14,41.0
S2,I2,2022-05-15,42.3
S2,I2,2022-05-16,56.1
S2,I2,2022-05-17,65.7
S2,I2,2022-05-18,60.1
S2,I2,2022-05-19,55.1
S2,I2,2022-05-20,41.3
S2,I2,2022-05-21,37.0
S2,I2,2022-05-22,47.6
S2,I2,2022-05-23,57.2
S2,I2,2022-05-24,60.8
S2,I2,2022-05-25,71.6
S2,I2,2022-05-26,53.3
S2,I2,2022-05-27,43.3
S2,I2,2022-05-28,41.1
S2,I2,2022-05-29,39.4
S2,I2,2022-05-30,57.9
S2,I2,2022-05-31,65.4
S2,I2,2022-06-01,66.4
S2,I2,2022-06-02,70.4
S2,I2,2022-06-03,42.5
S2,I2,2022-06-04,42.3
S2,I2,2022-06-05,41.2
S2,I2,2022-06-06,49.1
S2,I2,2022-06-07,62.8
S2,I2,2022-06-08,58.2
S2,I2,2022-06-09,67.6
S2,I2,2022-06-10,58.2
S2,I2,2022-06-11,47.5
S2,I2,2022-06-12,33.6
S2,I2,2022-06-13,47.2
S2,I2,2022-06-14,64.0
S2,I2,2022-06-15,61.2
S2,I2,2022-06-16,46.0
S2,I2,2022-06-17,56.6
S2,I2,2022-06-18,41.4
S2,I2,2022-06-19,45.4
S2,I2,2022-06-20,59.0
S2,I2,2022-06-21,53.0
S2,I2,2022-06-22,59.9
S2,I2,2022-06-23,60.8
S2,I2,2022-06-24,61.3
S2,I2,2022-06-25,51.2
S2,I2,2022-06-26,50.3
S2,I2,2022-06-27,56.8
S2,I2,2022-06-28,61.7
S2,I2,2022-06-29,53.2
S2,I2,2022-06-30,64.9
S2,I2,2022-07-01,49.6
S2,I2,2022-07-02,46.8
S2,I2,2022-07-03,49.6
S2,I2,2022-07-04,59.7
S2,I2,2022-07-05,64.5
S2,I2,2022-07-06,45.7
S2,I2,2022-07-07,64.5
S2,I2,2022-07-08,54.6
S2,I2,2022-07-09,45.5
S2,I2,2022-07-10,43.8
S2,I2,2022-07-11,63.2
S2,I2,2022-07-12,58.6
S2,I2,2022-07-13,68.3
S2,I2,2022-07-14,61.0
S2,I2,2022-07-15,52.9
S2,I2,2022-07-16,38.5
S2,I2,2022-07-17,33.5
S2,I2,2022-07-18,49.7
S2,I2,2022-07-19,65.5
S2,I2,2022-07-20,68.0
S2,I2,2022-07-21,66.9
S2,I2,2022-07-22,51.9
S2,I2,2022-07-23,51.1
S2,I2,2022-07-24,47.7
S2,I2,2022-07-25,60.2
S2,I2,2022-07-26,62.4
S2,I2,2022-07-27,71.6
S2,I2,2022-07-28,44.9
S2,I2,2022-07-29,51.3
S2,I2,2022-07-30,55.3
S2,I2,2022-07-31,54.8
S2,I2,2022-08-01,49.5
S2,I2,2022-08-02,62.9
S2,I2,2022-08-03,65.5
S2,I2,2022-08-04,61.4
S2,I2,2022-08-05,50.5
S2,I2,2022-08-06,47.4
S2,I2,2022-08-07,51.4
S2,I2,2022-08-08,62.3
S2,I2,2022-08-09,66.7
S2,I2,2022-08-10,63.6
S2,I2,2022-08-11,55.6
S2,I2,2022-08-12,52.4
S2,I2,2022-08-13,45.6
S2,I2,2022-08-14,47.5
S2,I2,2022-08-15,45.4
S2,I2,2022-08-16,72.3
S2,I2,2022-08-17,50.8
S2,I2,2022-08-18,55.9
S2,I2,2022-08-19,49.3
S2,I2,2022-08-20,55.7
S2,I2,2022-08-21,46.9
S2,I2,2022-08-22,55.2
S2,I2,2022-08-23,58.1
S2,I2,2022-08-24,75.0
S2,I2,2022-08-25,46.1
S2,I2,2022-08-26,40.7
S2,I2,2022-08-27,64.8
S2,I2,2022-08-28,46.1
S2,I2,2022-08-29,51.0
S2,I2,2022-08-30,64.1
S2,I2,2022-08-31,66.2
S2,I2,2022-09-01,62.4
S2,I2,2022-09-02,62.7
S2,I2,2022-09-03,42.9
S2,I2,2022-09-04,44.7
S2,I2,2022-09-05,57.7
S2,I2,2022-09-06,57.7
S2,I2,2022-09-07,61.3
S2,I2,2022-09-08,54.3
S2,I2,2022-09-09,42.3
S2,I2,2022-09-10,43.6
S2,I2,2022-09-11,42.0
S2,I2,2022-09-12,54.5
S2,I2,2022-09-13,56.7
S2,I2,2022-09-14,48.8
S2,I2,2022-09-15,52.7
S2,I2,2022-09-16,50.3
S2,I2,2022-09-17,43.6
S2,I2,2022-09-18,50.7
S2,I2,2022-09-19,47.7
S2,I2,2022-09-20,69.3
S2,I2,2022-09-21,63.0
S2,I2,2022-09-22,60.8
S2,I2,2022-09-23,49.7
S2,I2,2022-09-24,42.0
S2,I2,2022-09-25,40.0
S2,I2,2022-09-26,61.8
S2,I2,2022-09-27,63.6
S2,I2,2022-09-28,59.7
S2,I2,2022-09-29,62.5
S2,I2,2022-09-30,52.2
S2,I2,2022-10-01,40.4
S2,I2,2022-10-02,51.6
S2,I2,2022-10-03,53.3
S2,I2,2022-10-04,62.8
S2,I2,2022-10-05,65.0
